ObjectID,Object Number,Mnemonic,Classification,Culture,Period,Display Name,Alpha Sort,Object Name,Title Sort,Date,Begin Date,Medium/Materials,Dimensions,Description,WebDescription
10622,LEEDM.F.2002.0003.0095,Anthropology,Costume and Textiles,,,,,hat,,1976-1977,1976,cotton,object: 200 x 175mm,"Man's hat, circular, concial, gathered centre top. Thick 'country cotton' os striped weave. Cream with black, orange and blue. Possible moth debris hoovered off.  Condition: good. Comment by Muntaka Musa, 8 April 2011: Rural simple cotton cloth hat, made","A man's hat from Northern Nigeria, made of thick 'country cotton', with a striped weave of cream, black, orange and blue.  Part of the Paul Hambley collection."
10623,LEEDM.F.2002.0003.0096,Anthropology,Costume and Textiles,,,,,hat,,1976-1977,1976,cotton,object: 210 x 190mm,"Man's hat, circular, concial, gathered centre top. Thick 'country cotton', striped weave. Cream with black, beige, yellow and red. Possible moth debris hoovered off.  Condition: fair.","A man's hat from Northern Nigeria, made of thick 'country cotton', with a striped weave of cream, black, orange and red.  Part of the Paul Hambley collection."
10624,LEEDM.F.2002.0003.0097,Anthropology,Costume and Textiles,,,,,hat,,1976-1977,1976,cotton,object: 250 x 230mm,"Boy's hat, curve of quilted cotton with right-angled sides. Black with vertical lines of grey stitching (machine-done) and border in red, yellow and white. Curled fork from open corner to closed one. Lined with white cotton. Condition: fair, dirty.","A Nigerian boy's hat, a curve of quilted cotton with right-angled sides. Black with vertical lines of machined grey stitching, with a border of red, yellow and white, and lined with white cotton.  Part of the Paul Hambley collection."
10626,LEEDM.F.2002.0003.0099,Anthropology,Costume and Textiles,Kunari,,,,robe,,1976-1977,1976,"cotton, silk",object: 920 x 1200 x 2mm,"Man's wedding robe, long tunic shape, with short square set sleevs. Of cream cotton, embroidered all over with lozenges of red floss silk and fret of green and yellow. Bib of curved zigzags adds purple and white colours. Blank lines and rosettes make up r",This elaborately embroidered wedding robe was worn by a Kunari man living near Lake Chad. The long tunic shape of cream cotton has short square set sleeves. The robe is almost completely covered with floss silk plain stitches making a design of red lozenges across a fretwork of green and yellow. These are puntuated by vertical lines and bare edged rosettes. The bib area has additional zigzag curves in purple and white.
10670,LEEDM.F.2002.0003.0137,Anthropology,Costume and Textiles,Igbirra,,,,cloth,,1976-1977,1976,cotton,object: 800 x 2195mm,"Shawl or wrap cloth. Purplish blue with similar woven design to 136. Slightly different colours on warps, turquoise blue for a star, rather than a darker blue. Pink and orange striped bands and other bands of lozenges, stars, toothed rectangles, triangle",Igbirra women use a vertical single heddle loom to weave these broad cloths with their colourful supplementary weft designs. This cloth is woven from machine-spun cotton and ?silk? (rayon).
10675,LEEDM.F.2003.0001.0001,Anthropology,Costume and Textiles,,,,,jacket,,early 1940s,1940,"silk, cotton",object: 1200 x 760 x 50mm,"pale yellow silk quilted jacket for a lady. Hand sewn, with beige silk crepe lining. Square set sleeves with rolled cuffs. Front opening, no buttons, deep front edging, pockets inset into mid front. Very good quality, with finely worked quilting in design","This pale yellow silk quilted jacket was made for a well-off lady. It is hand sewn, with a finely worked quilting design of zigzags and triangles, and a beige silk crepe lining. The square set sleeves have rolled cuffs. The front opening has no buttons or other fastenings down the deep front edging. Pockets are inset into the mid front. The style is slightly adapted to pleae European or American purchasers. It was purchased in China during World War II by Dr Mick Baker, a friend of the donor's mother."
10676,LEEDM.F.2003.0002.0001,Anthropology,Costume and Textiles,Hindu,,,,figure of Hanuman,,1970s?,1970,"silk, sequins, paper, wood, wire",object: 225 x 980 x 162mm,"Figure of masked dancer representing Hanuman, on a painted wood base. Identifiable by his small tail. Stands in a classical pose, withleft arm raised up, holding a trident in his right hand, and wears a removable helmet form paper mask. Made of silk, gilt","This figure of a masked dancer represents the Hindu deity Hanuman, the monkey god. He is identifiable by his tail and snout. He stands in a classical pose, with the left arm raised up, and the right arm lowered, holding a trident in his right hand. He wears a removable painted and sequinned paper mask over the top of his head. Most of the figure is made of polyester silk brocade and other cloth stuffed over a wire frame, with gilt cord and sequins for decoration."
10681,LEEDM.F.2003.0005.0001,Anthropology,Costume and Textiles,,,,,doll,,2003,2003,"plastic, cotton,straw",object: 330 x 275 x 76mm,"Doll in Barbados national dress, of deep blue and yellow. Brown plastic doll with beaded hair plaits, straw hat and high heeled shoes. On circular plastic stand. Cost œ20. Carries Barbados flag.","National dress doll with Barbados flag. This plastic doll has beaded hair plaits, and wears a straw hat and high heeled shoes. Her huge huge blue and yellow cotton skirt and her yellow blouse are in the same colours as the flag."
10683,LEEDM.F.2003.0005.0003,Anthropology,Costume and Textiles,,,,,hat,,2003,2003,cotton,object: 40 x 280mm,"Rasta hat of corchet cotton. Circular with concentric design in red, yellow and green, with narrow black rings. Laid flat for measuring. Condition: Good.  Cost œ9.","This hat is crocheted in the Rastafarian colours of red, yellow, black and green. Many people who wear the colours are not Rastafarian but wear them as a link with their Jamaican or African heritage."
10775,LEEDM.F.2004.0016.0001,Anthropology,Costume and Textiles,,,,,prayer rug,,1920?,1920,wool,object: 1028 x 1620 x 10mm,"prayer rug, possibly from Afghanistan or Iran, or Iraq. Yellow and red main colours, with design of stepped mihrab or prayer arch in centre. Several framing borders with stars and other geometric designs, and stylised lions. Frayed fringe top and bottom.","This prayer rug is probably from Afghanistan, Iran, or Iraq. It was handwoven on a loom. The main colours are yellow and red, and the main design is the stepped mihrab or prayer arch in the centre. There are several framing borders with stars and other geometric designs, and stylised lions. The fringe at top and bottom is now badly frayed."
10832,LEEDM.F.2004.0035.0002,Anthropology,Costume and Textiles,Thai,,,,cloth,ikat,2004,2004,silk,object: 1010 x 3600 x 1mm,"silk cloth, a suit length given to Judith as an important wedding guest, by the bride. Dark red silk with green, yellow and violet ikat design for half of its length. Design geometric, including lozenges, v's and curls. Medium quality. Good condition (as","This suiting or dress length of silk cloth was given to an important wedding guest by the bride. It is a finely woven dark red silk with a green, yellow and violet ikat resist design for half of its length. The design is geometric and includes diamonds, v's and curls."
8563,LEEDM.F.2004.0037.0007,Anthropology,Costume and Textiles,,,,,sleeves,,1890-1930,1890,"linen, wool",object: 220 x 542 x 4mm,"Pair of sleeves of coarse cream cotton or linen, mostly embroidered with black cross- stitch stars and diamonds. Navy wool fringe at the wrist end. Border bands of dark blue wool cloth edging seperate at top and bottom. Narrow gilt wire braid near fringe.","This pair of sleeves are made of handwoven coarse cream cotton or linen cloth, embroidered with black cross-stitch stars and diamonds. The wrist ends are decorated with a navy wool fringe and a narrow strip of gilt wire braid. The tops are edged with dark blue wool cloth."
8565,LEEDM.F.2004.0037.0009,Anthropology,Costume and Textiles,,,,,apron,,1890-1930,1890,linen,object: 470 x 455 x 3mm,"Apron? Rectangle of coarse cream cotton or linen embroidered in deep blue, brown and a little green, in Greek fret designs. Central square panel with a broad band across the bottom with a blue wool tassel fringe. Some stitching worn and the top has been c","This rectangle of coarse cream cotton or linen was probably worn as an apron. It is embroidered in deep blue, brown and a little green, in Greek fret designs. These are arranged in a central square panel with a broad band across the bottom which has a blue wool tassel fringe."
8581,LEEDM.F.2004.0037.0025,Anthropology,Costume and Textiles,,,,,robe,,1890-1930,1890,"cotton, wool",object: 780 x 1480 x 3mm,"robe, kaftan style, full-length. Made from rough cream cotton or linen with black geometric key design embroidery on cuffs, sleeves and the sleeve seams, also around the neck. Has inlaid blue fabric and dyed goat/horse hair fringing around bottom of the n","This full length woman's robe is made from rough cream cotton or linen with a black geometric key design embroidered on the cuffs, sleeves, the sleeve seams, and around the neck. Blue fabric and a dyed goat or horse hair fringe decorate the bottom of the neck panel and the cuffs."
8582,LEEDM.F.2004.0037.0026,Anthropology,Costume and Textiles,,,,,shawl,embroidered textile,1890-1930,1890,"cotton, metal thread",object: 400 x 2050 x 2mm,"Shawl of striped cotton cloth, the ends covered in cream net embroidered with flowers and birds in gilt wire thread work (now badly tarnished) in green, blue and beige. Crocheted scalloped edging in red and cream just along ends. Very grubby. Printed tape","This woman's shawl of striped cotton cloth has cream net cloth at the ends embroidered with flowers and birds in gilt wire thread work (now badly tarnished), and green, blue and beige silk threads. A crocheted scalloped edging in red and cream runs along the outer edge."
8589,LEEDM.F.2004.0037.0033,Anthropology,Costume and Textiles,,,,,jacket,,1890-1930,1890,"cotton, silk, metallic thread",object: 1530 x 330 x 7mm,"Very fancy short or half-length jacket of black or deep purple velvet with dense gilt wire thread embroidered scrolls and braiding, tassels, knotwork buttons and pom-poms. The sleeves are open under the arm and are only attached to the jacket by a few sti","This very fancy short or half-length jacket of black or deep purple velvet is densely embroidered with gilt wire thread work, braiding, knotwork, buttons and pom-poms. The sleeves are open under the arm and are only attached to the jacket by a few stitches. They are very long with pointed ends. The paper backing for the embroidery is visible on the inside. The bottom edge of the jacket is very rough, indicating that it may have been cut down. The jacket has red silk ribbon on its inside edge. It was probably worn by a male dancer, bull-fighter or bandsman."
8597,LEEDM.F.2004.0037.0040,Anthropology,Costume and Textiles,,,,,barkcloth,non-woven textile,1890-1930,1890,barkcloth,object: 980 x 1075 x 3mm,"rectangular piece of thick creamy barkcloth with painted and embossed geometric designs in pale brown and a larger more open pattern in thick dark brown paint in diagonals bands and crosses. Very clear, stored on a cardboard roll. From Castleford.","This rectangular piece of thick creamy barkcloth is painted and embossed with geometric designs in pale brown, with a larger more open pattern in thick dark brown paint in diagonal bands and crosses."
159723,LEEDM.F.2005.0003.0001,Anthropology,Costume and Textiles,San,,,,cape,,1960-1964,1960,"catskin, wool",object: 1320 x 1900 x 20mm,"elder's cape or kaross, early 1960s. Rectangular cape made from 18 wild cat skins, sewn together very regularly. Backed or lined with pale green flet or blanket cloth to make a rug or throw after arrival in England.","This rectangular item, used as a bedspread and rug by its English owner, was purchased in Botswana in the early 1960s. The vendor described it as a cape or kaross for a San (Bushman) elder. It is made from 18 wild cat skins, sewn together very regularly. The tails and ears of the some of the cats can still be seen. The lining and edging of pale beige felt or blanket cloth was added on arrival in England."
159714,LEEDM.F.2005.0004.0002,Anthropology,Costume and Textiles,,,,,jacket,,1880-1900,1880,"silk, gold",object: 1800 x 500 x 5mm,"purple and gold silk, printed design in gold of flower heads in lozenge trellis. Tailored narrowing sleeves with tiny buttons along forearm and long cuffs. Flares at bottom sides. Fair condition.",Purple and gold silk jacket with a printed design in gold of flower heads in a lozenge trellis. The jacket has tailored narrowing sleeves with tiny gilded metal buttons along the forearms and long cuffs. It also has pronounced flares at the bottom sides.
159718,LEEDM.F.2005.0004.0006,Anthropology,Costume and Textiles,,,,,robe,,1880-1900,1880,"silk, metallic thread",object: 1120 x 1360 x 4mm,"gold coloured silk robe with woven design of large floral leaf shapes in gold, white, green and red. Gold coloured yellow silk lining. Gold braid trim round edges and vertically over seams. Short rectangular sleeves. Flared robe base. Good condition.","This gold coloured silk robe has a woven design of large floral leaf shapes in gold, white, green and red. It has short rectangular sleeves and a flared skirt or base. The lining is a plain yellow silk. The robe has gold braid trim around the edges and vertically over the seams. It is an over-robe which could have been worn by either a woman, or a man, from a wealthy background."
203966,LEEDM.F.2007.0001.0017,Anthropology,Costume and Textiles,Turkman,,,,coat,chapan,1860-1900,1860,"silk, cotton",object: 1470 x 1140 x 4mm,"Turkoman chapan, a coat or jacket, Central Asia. Black silk and cotton mixture with red, yellow and white ladder stitch embroidery down front opening, round hem and down front of sleeves. Lined with blue glazed cotton with printed design of red and green",This luxury coat or over-robe is made of black and red silk and lined with quilted cotton. It is called a 'chapan'. The elaborate ladder stitch embroidery designs combine plant motifs and geometrical friezes.
8662,LEEDM.F.2007.0002.0002,Anthropology,Costume and Textiles,"Woodlands Indian, Huron?",,,,moccasins,,1780-1790,1780,"hide, porcupine quills, moose hair",object: 110 x 200 x 108mm,"Pair of smoked skin moccasins with hair and quill decoration, tin cones and orange hair tassels. Probably for a child. Labelled A & B.","This pair of small moccasins was probably made for a child. The soft skin or hide has been smoked to make it a dark brown colour. The vamps and ankle areas are finely embroidered with dyed porcupine quills and moose hair, in contrasting white and orange. Tin cones with orange hair tassels have been sewn on round the ankles."
8664,LEEDM.F.2007.0002.0004,Anthropology,Costume and Textiles,"Woodlands Indian, Iroquois",,,,moccasins,,1875-1880,1875,"hide, glass beads, wool",object: 75 x 245 x 120mm,"pair of moccasins, labelled A & B. Brown skin beaded vamp. Cloth cuff (red under, black over) with beadwork. Small paper label sewn on with cotton has inscription: ""Moccasins of the North American Indians - Col. Walsh.""","This pair of hide moccasins were probably made by Iroquois women. The vamp and ankle cuffs are of red and black trade cloth embroidered with glass beadwork. The vamps have a floral design where the larger areas of beadwork have been made over paper templates. The ankle cuffs have a simpler zigzag border, with two rows of contrasting pale blue and pink beads."
8783,LEEDM.F.2007.0002.0077A,Anthropology,Costume and Textiles-Costume accessories,,,,,neck ornament,,1900-1940,1900,"shell, plant fibre",object: 460 x 400 x 8mm,thick 2 ply cord with 24 sections of rectangular polished shell attached. Length of shell pieces 3 cms by 1.2cms.,"This necklace has 24 rectangular sections of polished shell tied onto a core of thick two-ply cord. The shell was imported to the area through a network of traders reaching back to the coast, and was originally cut up into sections and pierced with stone tipped knives and stone-tipped awls or drills."
8785,LEEDM.F.2007.0002.0078,Anthropology,Costume and Textiles-Costume accessories,,,,,neck ornament?,,1900-1940,1900,feathers,object: 132 x 340 x 72mm,"white downy bird feather tassels in bird beaks or claws, attached mainly in pairs to vegetable fibre cord; single feathers also knotted around cord.","This neck or head ornament has been made from white downy bird feathers, tied together as tassels with some bird beaks or claws. The tassels are knotted onto the vegetable fibre cord in pairs, in three main clumps, with a few single clipped feathers also knotted on in between."
7645,LEEDM.F.2007.0002.0090,Anthropology,Costume and Textiles,Cree,,,,bag,,1840-1860?,1840,"hide, porcupine quills, wool",object: 158 x 236 x 16mm,"purse or wallet of buckskin, with red, blue, brown and white quill work. Woodlands Indian. Flat rectangular shape, whitish hide, decorated with two strips of woven quillwork with geometric pattern, and fringe along bottom of each strip. Strap of plaited r","This flat rectangular buckskin purse is decorated with two panels of fine woven quillwork, with long looped fringes. The long strap is of imported plaited red and white wool. Most of the quillwork is porcupine quill but there is some bird quill at the sides, and on the fringes. The dyes used to produce the range of purple, red, blue and brown or yellow colours for the quillwork were probably vegetable dyes. The pouch would have been used by a man for storing shot (for gun-firing)."
8831,LEEDM.F.2007.0002.0111,Anthropology,Costume and Textiles,,,,,mask,Demon,1880-1940,1880,"cotton, silk, wood, paint, shell",object: 370 x 240 x 240mm,"demon dancing mask, of red canvas on thick card (?), with cream and blue silk headband roll stitched on. Painted wood skull fixed to centre front of headband. Mother of pearl covered teeth, 3 gilt and black eyes, scrolled eyebrows and mouth corner masks.","A demon mask with large shell teeth and fangs, bulging eyes and a large snout-like nose. The angry red colour of the face shows how fierce he can be, and the third eye in the middle of his forehead indicates that he has special sacred powers."
8834,LEEDM.F.2007.0002.0114,Anthropology,Costume and Textiles,,,,,mask,Ancestor spirit mask,1900-1940,1900,"wood, paint",object: 400 x 260mm,"blackened wood mask with bulbous cheeks, and large oval eyes. Large curved chin flange, projecting ears, and curved hair/headdress and chin inlaid with white paint, as are nostrils, eyes, teeth and eyebrows. No holes for attachment of grass fringe or head","The power of spirits from previous generations are represented in ancestor masks. This blackened wood mask has bulbous cheeks, large oval eyes, a large curved hairstyle or headdress and a large curved chin flange. The white toothed smile suggests its power is positive and friendly."
8835,LEEDM.F.2007.0002.0115,Anthropology,Costume and Textiles,Hindu,,,,mask,Evil Prince,1890s,1890,"wood, paint, gilding",object: 190 x 220 x 150mm,"painted wood mask, pink face with pointed nose and gold teeth. Probably an evil prince character in WAYANG-TOLENG, the masked Hindu dances of Java. Paint worn off end of nose. Red and black eye pupils, open work underneath them and in mouth. Black concent","This Evil Prince mask was worn by professional actors performing epic theatre dances in royal courts and busy towns. The character's evil nature is shown by his long pointed nose, glaring eyes and open mouth with teeth and fangs."
8836,LEEDM.F.2007.0002.0116,Anthropology,Costume and Textiles,Iban?,,,,bead panel,,1890-1910,1890,"glass beads, bronze",object: 190 x 4 x 200mm,"rectangular panel of woven beads looped or hung from badly corroded brass rod (rod not original). Lozenge design, of black on yellow hooked curves, and concentric green, red white and black lozenge or diamonds.","This rectangular panel of woven beadwork has a striking design of black on yellow hooked curves, and concentric green, red, white and black lozenges or diamonds. The brass rod it now hangs from is not original. The panel probably once decorated a special basket or a man's bag."
8838,LEEDM.F.2007.0002.0118,Anthropology,Costume and Textiles-Costume accessories,,,,,apron,,1880-1910,1880,"glass beads, cotton, metal",object: 460 x 225 x 8mm,"Beadwork apron for a woman, late 19th century. Trapezoid outline with shorter top edge and multi-stranded cotton string ties at the four corners. Design of opposed red fret hooks on white ground. Three rows with openwork red bead columns near bottom edge","This Amazon Indian woman's apron is made from tiny red and white glass beads, woven into a broad trapezoid shape, with a shorter top edge and multi-stranded cotton ties at the four corners. The design is of opposed red fret hooks on a white ground. At the bottom are three rows with openwork red bead columns and a thick cotton fringe. Tin cone rattles are attached to the bottom corners and there is one extra cluster near the bottom left side. Empty and broken off strings down the sides suggest where more tin cone rattles were once attached."
9018,LEEDM.F.2007.0002.0293,Anthropology,Costume and Textiles,Kachin,,,,skirt cloth,brocaded textile,1900-1940,1900,"wool, cotton",object: 700 x 1545 x 3mm,"coarse red wool and black cotton woven cloth with supplementary weft geometric bands in yellow, black, blue, green, white and pink. Seam down middle, two loom widths sewn together. Becomes much less dense red on back, with swastika pattern for most of len","This skirt cloth is woven with coarse red wool and black cotton with supplementary weft designs of geometric bands in yellow, black, blue, green, white and pink. The cloth is seamed down the middle of its length. It is made of two loom widths sewn together. The front is more red than the back which has a swastika like pattern for most of length."
8934,LEEDM.F.2007.0002.0308,Anthropology,Costume and Textiles-Costume accessories,,,,,pendant,tabua,1860-1890,1860,"whale tooth, coir",object: 154 x 132 x 50mm,"whale tooth pendant, a single large tooth on sennet cord, plaited. No inked number and label missing. Surface scratched. Sonia and Terry O'Connor 23.6.2011: Definitely sperm whale tooth, with plaited sennet.","In Fiji these large whale teeth are very valuable, and form part of important ceremonial exchanges or gift giving. The teeth are hung as pendants on plaited coconut fibre cord (called coir or sennet). Teeth with deep yellow patinas are most admired."
9022,LEEDM.F.2007.0002.0313,Anthropology,Costume and Textiles-Costume accessories,,,,,necklace,,1860-1900,1860,spearm whale teeth,object: 280 x 183 x 70mm,"fourteen long teeth from a necklace, with remains of string and copper wire that once held them together. No inked no. or label. Very dirty and copper corroded, but all of similar size. Restrung with polyester silk yarn by AL, after corroded copper wire r",These fourteen long teeth or tusks once formed part of a necklace worn by an important man or chief.
9095,LEEDM.F.2007.0002.0355,Anthropology,Costume and Textiles,,,,,figure,,1890-1910,1890,"earthenware, cotton, paint",object: 238 x 82 x 55mm,"finely modelled clay costumed figure of woman with painted face and hair, wearing cream muslin shawl edged with red and brown check skirt and bodice. Bangles on left forearm. Stands upright on rectangular white painted clay base. Number &17/57 inked on ba","Costumed clay figure of a servant or poor woman, India, 1890-1910. She has a painted face and hair and wears a cream muslin shawl edged with red, over a brown check skirt and bodice. Although she is poor she has some jewellery, a few bangles on her left forearm."
9150,LEEDM.F.2007.0002.0410,Anthropology,Costume and Textiles-Costume accessories,Hindu,,,,comb,,1890s,1890,bronze,object: 55 x 199 x 19mm,"bronze comb with 5 teeth, with almost full relief figure of Lakshmi holding lotus bud inside arched canopy as openwork handle design. Old no &170/67 (58) inked on back. (Looks at first like a 56). Sir Stuart Mitford Fraser collection, described on RHM lis","Bronze comb with five tines or  teeth. The handle top has a figure of the Hindu deity Lakshmi, holding a lotus bud inside an arched canopy. The figure is in almost full relief, with lots of detail. This is the sort of comb that would have been worn by a professional dancer, as part of an elaborate hair do."
9150,LEEDM.F.2007.0002.0410,Anthropology,Costume and Textiles-Costume accessories,Hindu,,,,comb,,1890s,1890,bronze,object: 55 x 199 x 19mm,"bronze comb with 5 teeth, with almost full relief figure of Lakshmi holding lotus bud inside arched canopy as openwork handle design. Old no &170/67 (58) inked on back. (Looks at first like a 56). Sir Stuart Mitford Fraser collection, described on RHM lis","Comb with female dancer or deity, gilt bronze, India, 1880-1910
Transferred from Hampshire County Museum and Archive Service, 2007"
9524,LEEDM.F.2007.0002.0789,Anthropology,Costume and Textiles,Kachin,,,,bag,,1900-1930,1900,"cotton, wool, seeds, glass beads",object: 293 x 400 x 16mm,"cotton and wool bag of woven cloth with broad black cotton strap, red felted wool panels, lots of red felted wool cloth fringes or tassels, white seeds and glass bead ornaments. Height of strap 48 cms, width (folded double) 7.5cms.","This bag is made of woven cotton and wool cloth with a broad black cotton strap, red felted wool panels, and lots of red felted wool cloth fringes or tassels. Above the tassels is a pattern made with rows of white seeds and black glass beads."
9612,LEEDM.F.2007.0002.0851,Anthropology,Costume and Textiles,Plains Indian,,,,toy papoose,,1860-1890,1860,"wood, cotton, glass beads, hide",object: 192 x 564 x 120mm,"small beadwork covered papoose, or cradle on cloth and hide base, supported by two wooden sticks. Plains Indian style of beadwork, geometric. For a doll, a toy used by a girl. Old no. E66 inked on back. Tassels of red and blue beads on hide. Cream, red an","This small beadwork covered papoose was probably made for a young girl, so she could carry her doll, and learn how to babysit brothers and sister. The beadwork is strung with bands of loose threads, stitched down to form a geometric design of stepped triangles and rectangles. Inside, at the bottom, and to the rear the cotton lining cloth is visible. It is a factory printed cotton with a delicate floral and foliate striped pattern. Tassels of larger red and blue glass beads on hide decorate the sides of the papoose."
9656,LEEDM.F.2007.0002.0895,Anthropology,Costume and Textiles,,,,,necklace,,1890-1930,1890,shells,object: 29 x 236 x 4mm,necklace of tiny white conical whorled shells. Strung in opposite directions alternativing,Tiny white conical whorled shells are strung closely together on this simple necklace.
9657,LEEDM.F.2007.0002.0896,Anthropology,Costume and Textiles,,,,,necklace,,1890-1930,1890,cowrie shells,object: 9 x 480 x 6mm,"double thick necklace of tiny white ovulum or cowrie shells, on string.","This long shell necklace is made of a double row of tiny white ovulum or cowry shells, on string."
9707,LEEDM.F.2007.0002.0944,Anthropology,Hair care,,,,,hair piece,,c. 1900?,1900,"human hair, cotton",object: 48 x 720 x 32mm,"pig tail or que of human hair, dark brown in colour, plaited. Coarse red string or cotton thread coiled at top, twisted red string at bottom. No old label. Possibly CRM.1956.20.2 (Que, China), from Mrs H W Brough Slack, 119 Castlemain Avenue, W56, Bournem","Pig tail or que of human hair. It is dark brown in colour and plaited with a coarse red string or cotton thread coiled at the top, and twisted red string at the bottom. It would have been by a Han Chinese man worn attached to a servant's or official's cap."
9851,LEEDM.F.2007.0002.1090.A,Anthropology,Costume and Textiles-Costume accessories,Ibo,,,,anklet,,c. 1890,1890,brass,object: 149 x 360 x 6mm,"one of a pair of huge brass anklets with tubular centres and large circular flange incised with geometric designs on the top surfaces. Display wire removed by AL, April 1999. Circle flange has narrow opening at one side and piercings at rim nearby.",One of a pair of heavy brass anklets worn by women of wealthy families as a sign of prestige. They were specially fitted and restricted movement so that a woman who wore them would have needed help with housework. The tubular centres and large circular flange are incised with geometric designs on the top surfaces. The circular flange has a narrow opening at one side and piercings at the rim nearby.
9911,LEEDM.F.2007.0002.1163,Anthropology,Costume and Textiles-Costume accessories,,,,,comb,,1930s?,1930,wood,object: 74 x 236 x 8mm,"Double ended comb of blackish wood, with grooves and ring and dot markings, similar to the previous two from Zanzibar. Hook curles project from central barred waist.","Double ended comb with waisted grip. Shorter body and teeth at the top, longer at the bottom. Decorated with dotted circles and scored lines."
203467,LEEDM.F.2008.0005.0019,Anthropology,Costume and Textiles-Costume accessories,,,,,Daoist cloth,,2008,2008,cotton,object: 370 x 392 x 2mm,"Cloth stamped with Daoist symbol by priest at the City God temple, Shanghai, 9 March 2008. Souvenir item.","Square handkerchief-like cotton cloth, personally stamped by a Daoist official or priest at the City God temple, Shanghai, 9 March 2008. The main characters which make up the seal are: Shang hai xian cheng huang xian you bo yin: The seal of the lord city god of Shanghai. 

City gods are deities in Chinese mythology, responsible for the affairs of the city.
This seal was created in the Kangxi period of the Qing Dynasty and is now kept by the Shanghai Daoist Association. In the old days, the city god's seal was highly respected by the general population. Where ever there is plague, disaster or burial, this seal must be applied for blessing.

The smaller black characters below the red seal read: Ming chi feng shang hai xian zheng tang: Appointed office of the government in Shanghai; Cheng huang xian you bo yin: The seal of the lord city god. 
"
203480,LEEDM.F.2008.0005.0032,Anthropology,Costume and Textiles-Costume accessories,,,,,scarf,,2008,2008,silk,object: 500 x 500 x 1mm,"Silk scarf with design in black red and blue of Chinese warriors round the edge of a central blue square. By manufacturer's called WENSLI, in presentaiton box, as received by curator as an official gift on a visit to the National Silk Museum, Hangzhou, Ma","Silk scarf trademarked Wensli, an official gift from The National Silk Museum at Leeds twin town of Hangzhou, where these scarves are made."
203512,LEEDM.F.2008.0005.0037,Anthropology,Costume and Textiles-Costume accessories,,,,,handkerchief,,2008,2008,silk,object: 260 x 265 x 2mm,"Souvenir handkerchief embroidered with mother and young panda design, silk thread on white silk. Pandas are eating bamboo. Folded in a cellophane packet with Chinese and English wording in gold, including: 'High Class Embroidered Handkerchief'. Packet to","Souvenir handkerchief embroidered with a mother and young panda design, in silk thread on white silk. The pandas are eating bamboo. Still in its cellophane packet with Chinese and English wording in gold, including: 'High Class Embroidered Handkerchief'. The Chinese text translates as 'Premier embroidered handkerchief' and 'China tour commemoration' (Hattie Lam 2010).  
"
207597,LEEDM.F.2008.0005.0089,Anthropology,Costume and Textiles-Costume accessories,,,,,pendant,,2008,2008,"glass, silk",object: 60 x 345 x 10mm,"Green glass pendant on green and brown silk cord, in presentation box. A special vegetable (type of cabbage or possibly spring vegetable?) which symbolises fertile thoughts. Given to AL in thanks for mentoring design student Liu Li for her project work on",This green glass pendant on a green and brown silk cord is still in its presentation box. The 'cabbage' looks like a pale and flawless jade and its Chinese pronunciation is the similar 'bai chai'  which means a 'hundred fortunes'. The pendant was a gift to the Leeds curator from a design student Liu Li for her project work on designing a portable museum display whilst in Leeds in 2008 (Hattie Lam 2010).
206854,LEEDM.F.2009.0004.0003,Anthropology,Costume and Textiles,Fang,,,,mask,,2000-2008,2000,"wood, pigment",object: 255 x 520 x 255mm,"Fang style mask from Gabon (or possibly a copy made elsewhere in Africa). Narrow ovoid mask with domed forehead, narrow nose ridge, whitened face, tiny eyes and open mouth with teeth shoing. Mouth almost rectangular. Small cusp shaped ears at sides. Lots","The white face gives this mask a ghostly feel. It is probably a modern copy, deliberately aged to look more ancient, and could have been carved in Gabon, or nearby Nigeria."
7560,LEEDM.F.2013.0002.0011,Anthropology,Costume and Textiles,Yoruba,,,,mask,Gelede mask,1920s,1920,"wood, paint",object: 216 x 305 x 228mm,"Gelede mask of carved and painted wood. Coloured red, yellow and black. Original Welcome description says ""mask in form of man's head, negroid features, carved wood, painted brown, black and yellow, 3 tribal marks on each cheek and above nose, elaborate h","The Gelede Society is a secret society for combating threats from evil-wishers. The members are mostly men, and they keep much of their sacred knowledge secret to enhance their authority. This mask shows a beautiful woman with a multi-knotted hair style. She has the distinctive cheek scars of initiated Yoruba people.  The mask is worn flat on top of the dancer's head and titled slightly forward. It is worn with a multi-layered costume."
7567,LEEDM.F.2013.0002.0016,Anthropology,Costume and Textiles,Guro:Zamle,,,,mask,Antelope spirit,1920s,1920,"wood, paint",object: 178 x 495 x 60mm,"flat antelope head, black with white and buff lines. Wooden mask with crocodile like mouth, and antelope like horns. Tip of left horn and left side of mask have old woodworm infestation, repaired with polyfilla in Museum, 7/10/1964.",This antelope horned mask is worn by men in the secret Zamle Society for warriors and hunters.  The antelope and ram are symbols of fertility and prosperity because of the growth of their horns. Some areas of the mask have been cut out in low relief and coloured with white and brown pigments to contrast with the rest of the blackened surface.
